computer|电脑
cuprum|铜
capillaries|毛细管, 毛细血管( capillary的复数形式 )
cowrie|宝贝, 海, 贝壳
chiles|奇利斯（姓氏）
cambrel|（屠夫用来挂肉的）马脚形铁钩
chalons|(Chalons)人名；(西)查隆斯
cautioned|警告, 提醒, 劝…小心( caution的过去式和过去分词 )
choppiness|波浪翻滚
clytemnestra|克吕泰墨斯特拉（希腊神话中的人物, 等于Clytaemnesra）
capacitances|(capacitance 的复数) n. 电容
concretor|混凝土工
chromatocyte|嗜铬细胞
compromised|[医]妥协, 让步的, 缺乏抵抗力的, 缺乏免疫力的, 妥协的
cuscohygrine|[化] 红古豆碱
cered|有蜡膜的, 裹尸布
cartograph|地图, (特指)插画地图
countryseat|乡间宅第
cleat|楔子, 栓, 系缆墩
cathayan|中国的, 中国人的
chronogram|纪年铭, 计时器所作的记录
carburation|[建] 渗碳(作用)(内燃烧内之)汽化(作用)
commy|(=communist)共产党员, 共产主义者
columbine|鸽的, 鸽似的
cercarian|[医] 尾蚴的
cornstone|[地]玉米灰岩
coning|[机] 压模印
chousing|欺诈, 诈骗( chouse的现在分词 )
condyle|骨节
cogon|[植]白茅属（尤指白茅, 茅针）
cancerweed|[网络] 琴叶鼠尾草
chillagite|钼钨铅矿
camleteen|仿驼毛呢
crain|克雷恩（英国公司）；科伦（美国传播公司）
chama|查马（地名）
congenially|意气相投地
clamoring|喧哗, 吵闹( clamor的现在分词 ); 大声地要求或抗议
carpathian|喀尔巴阡山脉的
colloped|[英国方言]；薄肉片, 小肉丁
cyrenaic|(北非古城)昔勒尼的, 昔勒尼(学派)的人
circean|喀尔刻(荷马史诗<<奥德塞>>中的美丽仙女,会巫术)的, 使人着迷的
credo|信条
cremations|火葬；火化
catholicon|万应灵药
catatoniac|[医] 紧张症的
cuttings|钻屑；粉屑；插条（cutting的复数）
cashbox|钱箱
cankers|（植物的）溃疡( canker的名词复数 ); （动物）耳溃疡; 腐败的影响; 腐蚀因素
conacre|<爱尔兰>n.(佃户的)小块土地出租(为期一熟)
costless|没有成本的, 不需花钱的
centimo|分(西班牙语系诸国的货币名)
conducibly|conducible的变形
chartaceous|似纸的, 纸质的
chillies|（干）辣椒, 辣椒粉( chilli的复数形式 )
cosmonaut|宇航员
concavity|中央凹陷, 凹洼, 凹曲线
continuate|持续的, 不间断的
corporatism|'各阶级合作'主义
camouflages|隐蔽( camouflage的第三人称单数 ); 掩盖; 伪装, 掩饰
classmates|（同班）同学( classmate的名词复数 ); 砚兄砚弟
chummed|（与某人）成为好友( chum的过去式和过去分词 )
crabsidle|（蟹似地）横爬, 横行
columba|天鸽座
carragheenin|[化]角叉(菜)胶
complot|共谋
crenelle|城或墙顶之垛口,枪眼,炮门
cyclops|独眼巨人, 独眼的人, 独眼畸胎
cloistral|修道院的, 遁世的, 修道院回廊似的
calyphyomy|萼瓣粘附性
catchwords|(catchword 的复数) n. 口号, 标语, 口头禅
carvestrene|非活性枞萜, 消旋枞油烯, 香芹萜
cyclist|骑脚踏车的人
compartments|隔间（ compartment的复数形式 ）
cloacas|(cloaca 的复数) n. 泄殖腔, 阴沟
chiralgia|[医] 手痛
courtesying|礼貌, 谦恭, 殷勤；谦恭有礼的言词, 殷勤周到的举止, 礼貌的行为
cataclysmic|洪水的, 灾变的, 政治和社会大变动的
cymbalo|[音]扬琴, 洋琴( = dulcimer)
closeted|秘密交谈的；私下会谈的
coachmen|马车夫( coachman的名词复数 )
clutches|抓住, 紧紧抓住( clutch的第三人称单数 ); （因害怕或痛苦）突然抓住
consignors|(consignor 的复数) n. 委托者, 发货人, 货主
calmer|无风扇电源
cise|Colleges; Institutes; and Schools of Education (Library Association) 教育大学; 教育学院和教育学校（图书馆协会）
correlative|有相互关系的, 相关的
corbel|承材, 枕梁
consciences|良心( conscience的复数形式 ); 内疚; 愧疚; 凭良心
corrugated|皱纹的, 波状的
cordierite|堇青石
cest|广州电气安全检验所（Guangzhou Electrical Safety Testing）；中欧夏令时（Central European Summer Time）
comintern|共产国际
cheques|<英>支票( cheque的复数形式 )
chophouse|排骨餐馆
cub|幼兽, 年轻人
converts|（使）转变( convert的第三人称单数 ); （使）转化; 皈依; 改变（信仰）
cyclobothra|环床草
carthamin|[化] 红花素
coarseness|粗糙, 劣等, 粗
carotinaemia|[医] 胡萝卜素血[症]
catnip|假荆芥, 樟脑草
cephalomenia|头部倒轻
commentate|注释, 解说
captions|标题, 说明文字, 字幕( caption的名词复数 )
cestus|古罗马拳击手套, 腰带
chitterlings|猪的小肠
cering|用蜡包裹
caza|( 土耳其省以下一级的) 区
cavort|腾跃
coxing|做舵手( cox的现在分词 )
culminations|(culmination 的复数) n. 顶点, 高潮, 最高点
cliver|钻管吊环, 吊钩, 连接钩环
concentred|集中于一点
coevals|(coeval 的复数) a. 同时代的
censored|受审查的, 被删剪的
chlamydeous|[植]有花被的
chasmic|如深壑般破裂的
criticisable|criticise的变形
collocations|(collocation 的复数) n. 排列, 搭配, 布置
clapped|拍手( clap的过去式和过去分词 ); （常指友好地）轻拍某人的背（或肩）; 急速放置
conal|[人名] 科纳尔
cestoda|[医] 多节绦虫亚纲
commandery|骑士团辖区, 秘密社团的集会
caritas|博爱
counterblast|对抗气流, 强硬的抗议, 猛烈的反对
cresc|crescendo 渐强
cordialities|热诚, 诚挚( cordiality的名词复数 ); 热诚的行为（或言辞）
catslide|低斜坡屋顶
constituting|建立( constitute的现在分词 ); 指定; （合法或正式地）成立; 构成
clogger|木屐匠
contrariness|反对, 矛盾, 乖张
complin|晚祷
citer|[法] 传唤者, 引证者, 引用者
contravene|违反, 触犯, 否认, 反驳, 抵触, 与...冲突
clavierist|键盘；键盘乐器 (clavier的变形)
caractacus|(Caractacus)人名；(英)卡拉克塔克斯
chiseller|凿工, 凿匠, (美)(非正式)骗子
chamberer|出入女子闺房者; 常到女性卧房者; 喜与女子交往者; 向女子献媚者
crowded|拥挤的, 塞满的
capsulized|节略, 摘要, 把…装于胶囊内( capsulize的过去式和过去分词 )
coordinative|使同等的, 使协调的
chirps|啾啾
crayer|(以前在欧洲西海岸航行的)小帆船
canoodled|爱抚( canoodle的过去式和过去分词 ); 抚爱; 吻; 搂颈亲热
chromophane|[医] 视色质
cruddy|透光不均匀的
couturier|时髦女服商店, 时髦女服商/女设计师
commandeers|征用( commandeer的第三人称单数 ); 强占
cytosine|[化] 胞嘧啶
chummage|同宿, 同居, 房租
coalitional|coalition（联合, 结合；结合体）的变形
cantillated|吟诵；以单音调诵歌
cristate|鸡冠状的, 具脊的
cushier|容易的, 轻松的( cushy的比较级 )
coak|扣榫； 栓销 sunk coak (木工)凹榫槽
capot|全胜
coherently|[建] 结合地
cleopatra|克利奥帕特拉（女子名）
commiphora|[医] 没药属
cenobitism|修道士生活, 修道院制
courlan|一种产于中南美洲似秧鸡的长嘴鸟
cotter|佃农, 茅屋小农, 雇农, 开尾销, 销, 制销
commiserates|怜悯, 同情( commiserate的名词复数 )
cushiest|容易的, 轻松的( cushy的最高级 )
criminated|定罪；使负罪；责备
crassness|愚钝；粗俗；极端
cheeps|吱吱地叫( cheep的第三人称单数 )
cinematic|电影的, 影片的
chirpily|喳喳叫地, 快活地, 活泼地
cupellation|灰皿提炼法, 灰吹法
chondriome|线粒体系
curtsied|行屈膝礼( curtsy的过去式和过去分词 )
centennially|每百年一次地
cakewalking|很容易做的事, 易如反掌的事( cakewalk的现在分词 )
corneas|眼角膜( cornea的名词复数 )
chaff|谷壳, 糠, 揶揄
cacochroia|[医] 面色不良, 皮色不佳
conciliator|抚慰者, 调和人
casuarinales|木麻黄目
corticose|外皮的, 皮层的
cockscombs|鸡冠；鸡冠花；鸡冠帽
corncob|玉米棒子的芯, 玉米穗轴, 玉米芯, 穗轴, 玉米棒子
collided|碰撞, 冲突（collide的过去分词）
cystophora|泡沫复珊瑚属
cribo|[动]森王蛇(一种无毒大蛇, 产于热带美洲及西印度群岛,能杀伤毒蛇)
calendric|日历的,按日历的,历法的
cyanochroic|[医] 发绀的, 绀色的
carbonizer|[化] (氯化铝)去纤维素液; 碳化塔
cliquishness|cliquish的变形
chemoceptor|化学受体, 化学感应器
crashers|(crasher 的复数) n. 猛击, 不速之客
capitulating|投降( capitulate的现在分词 )
coalfield|煤田
chemise|女式无袖宽内衣, 衬衫式外衣
chevalier|各级爵位的成员, 骑士, 最低级的贵族
chubasco|丘巴斯科雷雨(雨季在中美洲太平洋延岸常出现的雷雨)
crasis|体质, 元音缩合, 二元音的融合
colocasia|(=taro)芋
contaminable|受到污染的
cancrivorous|食蟹的
capella|[天] 五车二（御夫座之一等星）
clothesbrush|衣刷
chastity|纯洁, 贞操
cachous|(cachou 的复数) n.口香糖, 驱口臭片
crumbly|易碎的, 脆的
carpe|鲤鱼；木工铅笔
confucius|孔子
chlorsalol|[医] 氯代水杨酸苯酯, 氯萨罗
cydippida|[网络] 球栉水母目；球水母目；风船水母目
cebus|customer electronic bus 客户电子总线
capillaritis|[医] 毛细管炎
centred|位于中心的, 以某一对象为中心的
courtside|(网球等的)球场边缘区
calisthenics|健身操, 健美操
clumpier|(clumpy 的比较级) a. 成块的, 成丛的, 多块的
cartload|一车的载量, 大量
corralling|集结
cabbala|（中世纪）犹太神秘哲学, 秘法
canonisation|正式宣布为圣徒
caucho|卡乌巧橡胶
camshaft|凸轮轴
carbonates|碳酸盐( carbonate的名词复数 )
chromatist|颜色学家
cyclopropane|环丙烷
cern|欧洲原子核研究委员会
cristina|克里斯蒂娜（电视剧中的人物）
cadwallader|卡德瓦拉德(m.)
countship|伯爵的地位
chimaera|(=chimera)n.吐火兽, 幻想,银鲛
cylindriform|[医] 圆柱状的
cytula|[生]合子, 受精卵
cockboat|轻舟, 小艇
cataclinal|与地层凹陷处同方向下降的, 顺斜的
cola|结肠, 冒号, 科朗
causationism|因果论
crystallized|[医]结晶的, 使晶状的
compacting|[建] 压紧
cingalese|锡兰人[语]
calycine|[医] 杯状的, 盏的, 萼的
contortions|弯曲, 扭歪
cicatrix|[植]脱离痕, 叶痕
chronoscope|瞬时计
craftmanship|工艺
conidial|无性孢子的, 分生孢子的
contextual|上下文的, 前后关系的
chromiole|染色微粒
clyster|灌肠法
calibrator|校准器
coapt|使(骨等)接合, 使接牢
cyproterone|[药]去乙酰环丙氯地孕酮
cytotaxonomy|细胞分类学, 染色体形态之分类法
cyclopia|[医]独眼畸形
cataphatic|[宗]( 对上帝的知识) 用肯定方法所得的
chippers|(chipper 的复数) a. 爽朗的, 活泼的, 爽快的
chute|瀑布, 斜槽
charlatans|冒充内行者, 骗子( charlatan的复数形式 )
clustery|cluster的变形
cousinhood|堂兄弟姐妹关系, 亲戚关系, 表兄弟姐妹关系
chlamydozoa|[医] 衣原体纲
cravenly|胆小地; 懦弱地; 胆怯地
cohesible|[建] 可粘合的
combusts|燃烧；消耗
combretum|[医] 风车子属(植)
cragged|多岩的, 多峭壁的, 崎岖的
covenantal|covenant（盟约；契约；用盟约或契约承诺, 保证；订立契约）的变形
comelier|<文>英俊的, 好看的( comely的比较级 )
castanea|[化] 齿栗叶
clumsiest|笨拙的( clumsy的最高级 ); 复杂难懂的; 得罪人的
canephorus|古希腊之顶篮少女(特指祭神时头顶有圣物之篮的少女), [建]顶篮少女雕像(有时用作柱头)
casus|案例
cupped|杯形的；凹的
cortisol|皮质醇, 氢化可的松
cockatoos|(cockatoo 的复数) n. 风头鹦鹉
chukka|高帮皮马靴
colalgia|[医] 结肠痛
cohobate|再蒸馏
checkmates|（国际象棋）将死( checkmate的第三人称单数 ); 输棋; 败局; 败北
cryosurgery|冷冻手术
centralizer|中心化子
counterfire|反击
canel|运河, 沟渠
capacitate|使能够, 使适合
carvol|[化] 香芹酮
cyclonal|[医]环己巴比妥, 依维本
coxes|舵手( cox的名词复数 )
collars|辊环；衣领；颈圈（collar的复数形式）
committal|委托, 交押, 承担义务, 犯罪
cuspid|犬齿, 尖牙
confervoid|[植]水绵状的, 水绵
chasmophyte|在石缝中生长的植物
cessative|(文法上)表示中止或停止的
captivation|迷惑, 着迷, 魅力
coprophilia|粪便嗜好症
casanova|卡萨诺瓦式人物(意大利浪荡公子)
castilleja|[网络] 火焰草属；扁萼花属；火焰草属植物
concertation|<法> n.(各派利益集团间的)共商,合作,协调
capreolate|[植]有卷须的
camphoric|搀有樟脑的
coots|黑鸭, 笨蛋, 傻瓜( coot的复数形式 )
construe|解释, 分析, 对...逐字直译
coumaphos|香豆磷,蝇毒磷(一种杀虫剂)
congratulant|祝贺的
craves|渴望, 热望( crave的第三人称单数 ); 恳求, 请求
crustation|成壳作用
catcall|不满之声, 嘘声
catagmatic|[医] 促使骨折愈合的
captance|容抗
callow|年轻而无经验的, (鸟)羽毛未丰的
cisterns|蓄水池, 储水箱( cistern的复数形式 ); 地下储水池
costumier|服饰供应商
chromoblast|成色素细胞
cornball|乡巴佬的, 陈腐的, 老派的
conjures|用魔术变出( conjure的第三人称单数 ); 祈求, 恳求; 变戏法; （变魔术般地） 使…出现
confucians|(Confucian 的复数) a. 孔子的, 儒家学说的, 儒家的, 孔夫子的, 孔丘的
caprylin|己酸甘油酯
clasmatocyte|[生]组织细胞
curably|curable的变形
calembour|谐音之诙谐语, 双关妙语
cornrows|玉米垄发型
caesarian|凯撒的；皇帝的；剖腹产的
curmudgeons|(curmudgeon 的复数) n. 脾气坏的人, 吝啬鬼
cumulus|积云, 堆积物
colleen|少女, 姑娘
cheaters|眼镜；骗子；骗人的事物（cheater的复数形式）
churchly|教会的, 适于教会的
cuca|Carpet and Upholstery Cleaning Association 地毯与室内装潢清洁协会
chiococcine|[化] 卡亨卡根碱
cadi|卡迪(伊斯兰法官)
copunctal|共点的
cassoulet|豆焖肉
crassula|眉条
chiasmatypy|[生]染色体交叉
cogitated|<正>认真思考, 深思熟虑( cogitate的过去式和过去分词 )
cedarwood|雪松属木料, 杉木
cavalierism|骑士；武士；对女人献殷勤 (cavalier的变形)
cortes|议会, 国会
crossbeams|(crossbeam 的第三人称 -s形式) n. 大梁, 横梁
cyatheaceae|[植] 桫椤科
commissars|(commissar 的复数) n. 代表, 委员, 人民委员(前苏联部长的旧称)
confabs|会谈( confab的第三人称单数 )
cloudily|云雾迷漫, 黯然, 朦胧
categorist|categorize的变形
consols|无归偿期证券, 英国政府债券
cames|(came 的第三人称 -s形式) come的过去式
calcaneal|脚后跟的
curtainless|curtain的变形
calceate|穿鞋的, 有蹄铁的
concavation|凹度
customizing|定制；客户化；按用户要求制做
croutons|（常放在汤里吃的）油煎面包块, 烤碎面包块( crouton的复数形式 )
cootie|虱子
chalumeau|芦笛
canzonet|小坎佐尼, 小曲
chubbiest|胖乎乎的, 圆胖的, 丰满的( chubby的最高级 )
chaunter|[古语]= chanter
circumventor|circumvent的变形
calf|小牛, 小牛皮, 腓肠
cotyliform|[医]碟形的, 盘状的
compressive|有压缩力的
copt|科普特人, 科普特基督教徒, 埃及土人
cosmology|宇宙哲学, 宇宙论
crankle|弯来扭去, 七弯八曲, 使弯曲
chac|[医][=catholic hosptial association of canada]加拿大天主教医院协会
congruence|适合, 一致, 和谐
crystallose|代糖晶
cirrhotic|肝脏硬化症的
coquito|一种棕榈树
copes|成功地应付, 对付( cope的第三人称单数 )
carneous|似肉的, 肉色的
comatulid|[动]放射状海百合,海羊齿
cowgrass|红三叶草
conjugation|结合, 配合, 动词的词形变化
chironomus|[医] 摇蚊属
cyrtometer|圆量尺, 测曲面器, 测胸围器
cacocnemia|[医] 腿不良, 腿过细
conglutinate|(使)黏连, (使)黏合
caddisfly|石蛾
chanciest|不确实的；偶然发生的；不安的 (chancy的变形)
classbook|班级记录簿, 班级纪念刊
castrator|[医]家畜去势器（兽医用）
coldproof|抗寒的, 耐寒的
coexecutor|共同执行人
conceals|隐藏, 隐瞒, 遮住( conceal的第三人称单数 )
contemner|犯藐视法庭罪者; 藐视者
chalcanthite|胆矾, 五水合硫酸铜, 蓝矾
ceruminal|耵聍的
cumuliform|积云状的, 积云性的
cribration|过筛, 多孔性
corniform|角形, 角状
cespitosely|(植)丛生的,簇生的
conformed|[医]紧贴的, 同形的
chromocyte|色素细胞
capacitated|限量的
conveyances|传送( conveyance的复数形式 ); 运送; 表达; <正>运输工具
climbs|爬( climb的第三人称单数 ); 攀登; （尤指吃力地向某处）爬; 登山
